,date,guest,qid,certainty_P1480,sourceID,pages,quote,date_imputed
81,1851-07-09,John Herschel,Q14278,,Pollock1887,293-294,"To Babbage's where were some foreign men of science–Dupin, Jobard; Sir John Hershel, and Sir David Brewster, but altogether not more than a dozen people.",1851-07-09
82,1851-07-09,Marcellin Jobard,Q2276484,,Pollock1887,293-294,"To Babbage's where were some foreign men of science–Dupin, Jobard; Sir John Hershel, and Sir David Brewster, but altogether not more than a dozen people.",1851-07-09
83,1851-07-09,Charles Dupin,Q860206,,Pollock1887,293-294,"To Babbage's where were some foreign men of science–Dupin, Jobard; Sir John Hershel, and Sir David Brewster, but altogether not more than a dozen people.",1851-07-09
84,1851-07-09,Frederick Pollock,Q18531536,,Pollock1887,293-294,"To Babbage's where were some foreign men of science–Dupin, Jobard; Sir John Hershel, and Sir David Brewster, but altogether not more than a dozen people.",1851-07-09
85,1851-07-09,David Brewster,Q168468,,Pollock1887,293-294,"To Babbage's where were some foreign men of science–Dupin, Jobard; Sir John Hershel, and Sir David Brewster, but altogether not more than a dozen people.",1851-07-09
86,1833-06-16,Annabella Byron,Q272161,,Stein1985,42,"We both went to see the thinking machine (for such it seems) last Monday. It raised several Nos. to the 2nd & 3rd powers, and extracted the root of a Quadratic Equation. - I had but faint glimpses of the principles by which it worked -Babbage said it had given him notions with respect to general laws which were never before presented to his mind-For instance, the machine would go on counting regularly, 1, 2, 3, 4, &c-to 10,000-and then pursue its calculation according to a new ratio, which was, I think, 10,002, 10,005, 1O,009-but I am only certain that the numbers were no longer successive ones, and that their differences were neither in arithmetical nor Geometrical ratio, as far as I could apprehend. -If this occult principle of change existed in the law according to which the machine was constructed, (for Babbage discovered it to be latent in the mathematical formula originally applied by him) it may be consistent with the general laws of our solar system that the sun shall not rise tomorrow. -He said, indeed, that the exceptions which took place in the operation of his Machine, & which were not to be accounted for by any errors or derangement of structure, would follow a greater number of uniform experiences than the world has known of days & nights. -There was a sublimity in the views thus opened of the ultimate results of intellectual power.",1833-06-16
87,1833-06-16,Ada Lovelace,Q7259,,Stein1985,42,"We both went to see the thinking machine (for such it seems) last Monday. It raised several Nos. to the 2nd & 3rd powers, and extracted the root of a Quadratic Equation. - I had but faint glimpses of the principles by which it worked -Babbage said it had given him notions with respect to general laws which were never before presented to his mind-For instance, the machine would go on counting regularly, 1, 2, 3, 4, &c-to 10,000-and then pursue its calculation according to a new ratio, which was, I think, 10,002, 10,005, 1O,009-but I am only certain that the numbers were no longer successive ones, and that their differences were neither in arithmetical nor Geometrical ratio, as far as I could apprehend. -If this occult principle of change existed in the law according to which the machine was constructed, (for Babbage discovered it to be latent in the mathematical formula originally applied by him) it may be consistent with the general laws of our solar system that the sun shall not rise tomorrow. -He said, indeed, that the exceptions which took place in the operation of his Machine, & which were not to be accounted for by any errors or derangement of structure, would follow a greater number of uniform experiences than the world has known of days & nights. -There was a sublimity in the views thus opened of the ultimate results of intellectual power.",1833-06-16
88,1840-02-01,David Wilkie,Q902759,presumably Q18122778,Talbot1840,,"My pictures had great success at Mr Babbage's last night, Sir David Wilkie and Sir Francis Chantrey happened to be there & admired them.",1840-02-01
89,1840-02-01,William Henry Fox Talbot,Q299565,,Talbot1840,,"My pictures had great success at Mr Babbage's last night, Sir David Wilkie and Sir Francis Chantrey happened to be there & admired them.",1840-02-01
90,1840-02-01,Francis Chantrey,Q1476802,,Talbot1840,,"My pictures had great success at Mr Babbage's last night, Sir David Wilkie and Sir Francis Chantrey happened to be there & admired them.",1840-02-01
91,1844-02-24,Annabella Byron,Q272161,,Talbot1844,,“Many thanks for the loan of those  beautiful photographs. They were much admired last Saturday Evg... In the meantime I gave Lady Byron a treat to whom I lent them for a few hours.”,1844-02-24
92,1838-05-26,Sydney Morgan,Q459275,,Ticknor1880,178,"About eleven o’clock we got away from Lord Fitzwilliam’s and went to Mr Babbage’s. It was very crowded tonight, and very brilliant; for among the people there were Hallam, Milman and his pretty wife; the Bishop of Norwich, Stanley, the Bishop of Hereford, Musgrave, both the Hellenists; Rogers, Sir J. Herschel and his beautiful wife, Sedgwick, Mrs Somerville and her daughters, Senior, the Taylors, Sir F. Chantrey, Jane Porter, Lady Morgan, and I know not how many others. We seemed really to know as many people as we should in a party at home, which is a rare thing in a strange capital, and rarest of all in this vast overgrown London. Notwithstanding, therefore, our fatiguing day, we enjoyed it very much.",1838-05-26
93,1838-05-26,Jane Porter,Q3161890,,Ticknor1880,178,"About eleven o’clock we got away from Lord Fitzwilliam’s and went to Mr Babbage’s. It was very crowded tonight, and very brilliant; for among the people there were Hallam, Milman and his pretty wife; the Bishop of Norwich, Stanley, the Bishop of Hereford, Musgrave, both the Hellenists; Rogers, Sir J. Herschel and his beautiful wife, Sedgwick, Mrs Somerville and her daughters, Senior, the Taylors, Sir F. Chantrey, Jane Porter, Lady Morgan, and I know not how many others. We seemed really to know as many people as we should in a party at home, which is a rare thing in a strange capital, and rarest of all in this vast overgrown London. Notwithstanding, therefore, our fatiguing day, we enjoyed it very much.",1838-05-26
94,1838-05-26,Francis Chantrey,Q1476802,,Ticknor1880,178,"About eleven o’clock we got away from Lord Fitzwilliam’s and went to Mr Babbage’s. It was very crowded tonight, and very brilliant; for among the people there were Hallam, Milman and his pretty wife; the Bishop of Norwich, Stanley, the Bishop of Hereford, Musgrave, both the Hellenists; Rogers, Sir J. Herschel and his beautiful wife, Sedgwick, Mrs Somerville and her daughters, Senior, the Taylors, Sir F. Chantrey, Jane Porter, Lady Morgan, and I know not how many others. We seemed really to know as many people as we should in a party at home, which is a rare thing in a strange capital, and rarest of all in this vast overgrown London. Notwithstanding, therefore, our fatiguing day, we enjoyed it very much.",1838-05-26
95,1838-05-26,Ann Taylor,Q96077643,,Ticknor1880,178,"About eleven o’clock we got away from Lord Fitzwilliam’s and went to Mr Babbage’s. It was very crowded tonight, and very brilliant; for among the people there were Hallam, Milman and his pretty wife; the Bishop of Norwich, Stanley, the Bishop of Hereford, Musgrave, both the Hellenists; Rogers, Sir J. Herschel and his beautiful wife, Sedgwick, Mrs Somerville and her daughters, Senior, the Taylors, Sir F. Chantrey, Jane Porter, Lady Morgan, and I know not how many others. We seemed really to know as many people as we should in a party at home, which is a rare thing in a strange capital, and rarest of all in this vast overgrown London. Notwithstanding, therefore, our fatiguing day, we enjoyed it very much.",1838-05-26
96,1838-05-26,Margaret Herschel,Q75567564,,Ticknor1880,178,"About eleven o’clock we got away from Lord Fitzwilliam’s and went to Mr Babbage’s. It was very crowded tonight, and very brilliant; for among the people there were Hallam, Milman and his pretty wife; the Bishop of Norwich, Stanley, the Bishop of Hereford, Musgrave, both the Hellenists; Rogers, Sir J. Herschel and his beautiful wife, Sedgwick, Mrs Somerville and her daughters, Senior, the Taylors, Sir F. Chantrey, Jane Porter, Lady Morgan, and I know not how many others. We seemed really to know as many people as we should in a party at home, which is a rare thing in a strange capital, and rarest of all in this vast overgrown London. Notwithstanding, therefore, our fatiguing day, we enjoyed it very much.",1838-05-26
97,1838-05-26,George Ticknor,Q5545233,,Ticknor1880,178,"About eleven o’clock we got away from Lord Fitzwilliam’s and went to Mr Babbage’s. It was very crowded tonight, and very brilliant; for among the people there were Hallam, Milman and his pretty wife; the Bishop of Norwich, Stanley, the Bishop of Hereford, Musgrave, both the Hellenists; Rogers, Sir J. Herschel and his beautiful wife, Sedgwick, Mrs Somerville and her daughters, Senior, the Taylors, Sir F. Chantrey, Jane Porter, Lady Morgan, and I know not how many others. We seemed really to know as many people as we should in a party at home, which is a rare thing in a strange capital, and rarest of all in this vast overgrown London. Notwithstanding, therefore, our fatiguing day, we enjoyed it very much.",1838-05-26
98,1838-05-26,John Herschel,Q14278,,Ticknor1880,178,"About eleven o’clock we got away from Lord Fitzwilliam’s and went to Mr Babbage’s. It was very crowded tonight, and very brilliant; for among the people there were Hallam, Milman and his pretty wife; the Bishop of Norwich, Stanley, the Bishop of Hereford, Musgrave, both the Hellenists; Rogers, Sir J. Herschel and his beautiful wife, Sedgwick, Mrs Somerville and her daughters, Senior, the Taylors, Sir F. Chantrey, Jane Porter, Lady Morgan, and I know not how many others. We seemed really to know as many people as we should in a party at home, which is a rare thing in a strange capital, and rarest of all in this vast overgrown London. Notwithstanding, therefore, our fatiguing day, we enjoyed it very much.",1838-05-26
99,1838-05-26,Nassau William Senior,Q687552,,Ticknor1880,178,"About eleven o’clock we got away from Lord Fitzwilliam’s and went to Mr Babbage’s. It was very crowded tonight, and very brilliant; for among the people there were Hallam, Milman and his pretty wife; the Bishop of Norwich, Stanley, the Bishop of Hereford, Musgrave, both the Hellenists; Rogers, Sir J. Herschel and his beautiful wife, Sedgwick, Mrs Somerville and her daughters, Senior, the Taylors, Sir F. Chantrey, Jane Porter, Lady Morgan, and I know not how many others. We seemed really to know as many people as we should in a party at home, which is a rare thing in a strange capital, and rarest of all in this vast overgrown London. Notwithstanding, therefore, our fatiguing day, we enjoyed it very much.",1838-05-26
100,1838-05-26,Henry Hart Milman,Q4269655,,Ticknor1880,178,"About eleven o’clock we got away from Lord Fitzwilliam’s and went to Mr Babbage’s. It was very crowded tonight, and very brilliant; for among the people there were Hallam, Milman and his pretty wife; the Bishop of Norwich, Stanley, the Bishop of Hereford, Musgrave, both the Hellenists; Rogers, Sir J. Herschel and his beautiful wife, Sedgwick, Mrs Somerville and her daughters, Senior, the Taylors, Sir F. Chantrey, Jane Porter, Lady Morgan, and I know not how many others. We seemed really to know as many people as we should in a party at home, which is a rare thing in a strange capital, and rarest of all in this vast overgrown London. Notwithstanding, therefore, our fatiguing day, we enjoyed it very much.",1838-05-26
101,1838-05-26,Mary Ann Milman,Q76075859,,Ticknor1880,178,"About eleven o’clock we got away from Lord Fitzwilliam’s and went to Mr Babbage’s. It was very crowded tonight, and very brilliant; for among the people there were Hallam, Milman and his pretty wife; the Bishop of Norwich, Stanley, the Bishop of Hereford, Musgrave, both the Hellenists; Rogers, Sir J. Herschel and his beautiful wife, Sedgwick, Mrs Somerville and her daughters, Senior, the Taylors, Sir F. Chantrey, Jane Porter, Lady Morgan, and I know not how many others. We seemed really to know as many people as we should in a party at home, which is a rare thing in a strange capital, and rarest of all in this vast overgrown London. Notwithstanding, therefore, our fatiguing day, we enjoyed it very much.",1838-05-26
102,1838-05-26,John Taylor,Q6260357,presumably Q18122778,Ticknor1880,178,"About eleven o’clock we got away from Lord Fitzwilliam’s and went to Mr Babbage’s. It was very crowded tonight, and very brilliant; for among the people there were Hallam, Milman and his pretty wife; the Bishop of Norwich, Stanley, the Bishop of Hereford, Musgrave, both the Hellenists; Rogers, Sir J. Herschel and his beautiful wife, Sedgwick, Mrs Somerville and her daughters, Senior, the Taylors, Sir F. Chantrey, Jane Porter, Lady Morgan, and I know not how many others. We seemed really to know as many people as we should in a party at home, which is a rare thing in a strange capital, and rarest of all in this vast overgrown London. Notwithstanding, therefore, our fatiguing day, we enjoyed it very much.",1838-05-26
103,1838-05-26,Henry Hallam,Q1234977,,Ticknor1880,178,"About eleven o’clock we got away from Lord Fitzwilliam’s and went to Mr Babbage’s. It was very crowded tonight, and very brilliant; for among the people there were Hallam, Milman and his pretty wife; the Bishop of Norwich, Stanley, the Bishop of Hereford, Musgrave, both the Hellenists; Rogers, Sir J. Herschel and his beautiful wife, Sedgwick, Mrs Somerville and her daughters, Senior, the Taylors, Sir F. Chantrey, Jane Porter, Lady Morgan, and I know not how many others. We seemed really to know as many people as we should in a party at home, which is a rare thing in a strange capital, and rarest of all in this vast overgrown London. Notwithstanding, therefore, our fatiguing day, we enjoyed it very much.",1838-05-26
104,1838-05-26,Mary Somerville,Q268702,,Ticknor1880,178,"About eleven o’clock we got away from Lord Fitzwilliam’s and went to Mr Babbage’s. It was very crowded tonight, and very brilliant; for among the people there were Hallam, Milman and his pretty wife; the Bishop of Norwich, Stanley, the Bishop of Hereford, Musgrave, both the Hellenists; Rogers, Sir J. Herschel and his beautiful wife, Sedgwick, Mrs Somerville and her daughters, Senior, the Taylors, Sir F. Chantrey, Jane Porter, Lady Morgan, and I know not how many others. We seemed really to know as many people as we should in a party at home, which is a rare thing in a strange capital, and rarest of all in this vast overgrown London. Notwithstanding, therefore, our fatiguing day, we enjoyed it very much.",1838-05-26
105,1838-05-26,Adam Sedgwick,Q350891,presumably Q18122778,Ticknor1880,178,"About eleven o’clock we got away from Lord Fitzwilliam’s and went to Mr Babbage’s. It was very crowded tonight, and very brilliant; for among the people there were Hallam, Milman and his pretty wife; the Bishop of Norwich, Stanley, the Bishop of Hereford, Musgrave, both the Hellenists; Rogers, Sir J. Herschel and his beautiful wife, Sedgwick, Mrs Somerville and her daughters, Senior, the Taylors, Sir F. Chantrey, Jane Porter, Lady Morgan, and I know not how many others. We seemed really to know as many people as we should in a party at home, which is a rare thing in a strange capital, and rarest of all in this vast overgrown London. Notwithstanding, therefore, our fatiguing day, we enjoyed it very much.",1838-05-26
106,1838-05-26,Thomas Musgrave,Q3525438,,Ticknor1880,178,"About eleven o’clock we got away from Lord Fitzwilliam’s and went to Mr Babbage’s. It was very crowded tonight, and very brilliant; for among the people there were Hallam, Milman and his pretty wife; the Bishop of Norwich, Stanley, the Bishop of Hereford, Musgrave, both the Hellenists; Rogers, Sir J. Herschel and his beautiful wife, Sedgwick, Mrs Somerville and her daughters, Senior, the Taylors, Sir F. Chantrey, Jane Porter, Lady Morgan, and I know not how many others. We seemed really to know as many people as we should in a party at home, which is a rare thing in a strange capital, and rarest of all in this vast overgrown London. Notwithstanding, therefore, our fatiguing day, we enjoyed it very much.",1838-05-26
107,1838-05-26,Samuel Rogers,Q3471218,,Ticknor1880,178,"About eleven o’clock we got away from Lord Fitzwilliam’s and went to Mr Babbage’s. It was very crowded tonight, and very brilliant; for among the people there were Hallam, Milman and his pretty wife; the Bishop of Norwich, Stanley, the Bishop of Hereford, Musgrave, both the Hellenists; Rogers, Sir J. Herschel and his beautiful wife, Sedgwick, Mrs Somerville and her daughters, Senior, the Taylors, Sir F. Chantrey, Jane Porter, Lady Morgan, and I know not how many others. We seemed really to know as many people as we should in a party at home, which is a rare thing in a strange capital, and rarest of all in this vast overgrown London. Notwithstanding, therefore, our fatiguing day, we enjoyed it very much.",1838-05-26
108,1838-05-26,Edward Stanley,Q5345414,,Ticknor1880,178,"About eleven o’clock we got away from Lord Fitzwilliam’s and went to Mr Babbage’s. It was very crowded tonight, and very brilliant; for among the people there were Hallam, Milman and his pretty wife; the Bishop of Norwich, Stanley, the Bishop of Hereford, Musgrave, both the Hellenists; Rogers, Sir J. Herschel and his beautiful wife, Sedgwick, Mrs Somerville and her daughters, Senior, the Taylors, Sir F. Chantrey, Jane Porter, Lady Morgan, and I know not how many others. We seemed really to know as many people as we should in a party at home, which is a rare thing in a strange capital, and rarest of all in this vast overgrown London. Notwithstanding, therefore, our fatiguing day, we enjoyed it very much.",1838-05-26
109,1833-06-05,Annabella Byron,Q272161,,Toole1992a,Kindle loc. 596,"On 5 June 1833, Ada attended a party where she met Charles Babbage.",1833-06-05
110,1833-06-05,Ada Lovelace,Q7259,,Toole1992a,Kindle loc. 596,"On 5 June 1833, Ada attended a party where she met Charles Babbage.",1833-06-05
111,1833,Ada Lovelace,Q7259,,Toole1992b,434,"As Mrs. De Morgan wrote, ‘While other visitors gazed at the working of this beautiful instrument with the sort of expression, and I dare say the sort of feeling, that some savages are said to have shown on first seeing a looking glass or hearing a gun, . . . Miss Byron, young as she was, understood its workings, and saw the great beauty of the invention’ (Angluin, 7)",1833-01-01
112,1833,Sophia de Morgan,Q22917436,,Toole1992b,434,"As Mrs. De Morgan wrote, ‘While other visitors gazed at the working of this beautiful instrument with the sort of expression, and I dare say the sort of feeling, that some savages are said to have shown on first seeing a looking glass or hearing a gun, . . . Miss Byron, young as she was, understood its workings, and saw the great beauty of the invention’ (Angluin, 7)",1833-01-01
113,1833-07,Ada Lovelace,Q7259,,Toole1992c, ,"Babbage invited Ada to see the miraculous Difference Engine a few weeks after they met. Ada’s impression of the Difference Engine was recalled by Sophia Frend more than fifty years later: “Miss Byron, young as she was, understood its working, and saw the great beauty of the invention.” An excerpt from Lady Byron’s letter to Dr King on 21 June  gives us more information about the first time she went with Ada to see the Difference Engine.",1833-07-01
114,1834-06,Ada Lovelace,Q7259,,Toole1992d,Kindle loc. 726,"By June 1834 Lady Byron wrote that Ada regarded “the Difference Engine as a friend.” Ada continued to attend Babbage’s Saturday night soirées. He sent her an invitation enticing her to come to see the “Silver Lady,” one of the two automatic dolls he had. In Passages he described one of the dolls, “whose eyes were filled with imagination . . . ”; however, from Ada’s letters to Mrs Somerville, it appears that she was more captivated by the Difference Engine than by the “Silver Lady.",1834-06-01
115,1834-06,Annabella Byron,Q272161,,Toole1992d,Kindle loc. 726,"By June 1834 Lady Byron wrote that Ada regarded “the Difference Engine as a friend.” Ada continued to attend Babbage’s Saturday night soirées. He sent her an invitation enticing her to come to see the “Silver Lady,” one of the two automatic dolls he had. In Passages he described one of the dolls, “whose eyes were filled with imagination . . . ”; however, from Ada’s letters to Mrs Somerville, it appears that she was more captivated by the Difference Engine than by the “Silver Lady.",1834-06-01
116,1839-03-30,Ada Lovelace,Q7259,,Toole1998b,84,"Satdy next will suit us perfectly, but we hope you will stay on as far into the following week, as possible.",1839-03-30
117,1834-03-21,Mary Montgomery,Q18122778,,Toole1998c,44,"I hope I may have the pleasure of meeting you on Saturday at Mr Babbage’s. I am going with Miss Montgomery to dine at Mrs Murchison’s, & we shall be at Mr B’s for a short time in the evening. I have not seen him yet, but he sent a very respectful message through Mrs Murchison, inviting Miss Montgomery & me to his Saturday parties.",1834-03-21
118,1834-03-21,Charlotte Murchison,Q15994653,presumably Q18122778,Toole1998c,44,"I hope I may have the pleasure of meeting you on Saturday at Mr Babbage’s. I am going with Miss Montgomery to dine at Mrs Murchison’s, & we shall be at Mr B’s for a short time in the evening. I have not seen him yet, but he sent a very respectful message through Mrs Murchison, inviting Miss Montgomery & me to his Saturday parties.",1834-03-21
119,1834-03-21,Mary Somerville,Q268702,,Toole1998c,44,"I hope I may have the pleasure of meeting you on Saturday at Mr Babbage’s. I am going with Miss Montgomery to dine at Mrs Murchison’s, & we shall be at Mr B’s for a short time in the evening. I have not seen him yet, but he sent a very respectful message through Mrs Murchison, inviting Miss Montgomery & me to his Saturday parties.",1834-03-21
120,1834-03-21,Ada Lovelace,Q7259,,Toole1998c,44,"I hope I may have the pleasure of meeting you on Saturday at Mr Babbage’s. I am going with Miss Montgomery to dine at Mrs Murchison’s, & we shall be at Mr B’s for a short time in the evening. I have not seen him yet, but he sent a very respectful message through Mrs Murchison, inviting Miss Montgomery & me to his Saturday parties.",1834-03-21
121,1837,Sophia de Morgan,Q22917436,,deMorgan1882,89,"My husband afterwards gave her daughter, Lady Lovelace, then Lady King, much help in her mathematical studies, which were carried farther than her mother’s had been. I well remember accompanying her to see Mr. Babbage’s wonderful analytical engine. While other visitors gazed at the working of this beautiful instrument with the sort of expression, and I dare say the sort of feeling, that some savages are said to have shown on first seeing a looking-glass or a hearing a gun – if, indeed, they had as strong an idea of its marvellousness – Miss Byron, young as she was, understood its working, and saw the great beauty of the invention.",1837-01-01
122,1837,Augustus de Morgan,Q208448,,deMorgan1882,89,"My husband afterwards gave her daughter, Lady Lovelace, then Lady King, much help in her mathematical studies, which were carried farther than her mother’s had been. I well remember accompanying her to see Mr. Babbage’s wonderful analytical engine. While other visitors gazed at the working of this beautiful instrument with the sort of expression, and I dare say the sort of feeling, that some savages are said to have shown on first seeing a looking-glass or a hearing a gun – if, indeed, they had as strong an idea of its marvellousness – Miss Byron, young as she was, understood its working, and saw the great beauty of the invention.",1837-01-01
123,1837,Ada Lovelace,Q7259,,deMorgan1882,89,"My husband afterwards gave her daughter, Lady Lovelace, then Lady King, much help in her mathematical studies, which were carried farther than her mother’s had been. I well remember accompanying her to see Mr. Babbage’s wonderful analytical engine. While other visitors gazed at the working of this beautiful instrument with the sort of expression, and I dare say the sort of feeling, that some savages are said to have shown on first seeing a looking-glass or a hearing a gun – if, indeed, they had as strong an idea of its marvellousness – Miss Byron, young as she was, understood its working, and saw the great beauty of the invention.",1837-01-01
